epoch,train_loss,val_dice,val_iou,val_bbox_iou,val_bbox_acc05,val_cls_acc,lr_enc,lr_seg,lr_cls
1,nan,nan,7.337452617717233e-10,0.0,0.0,0.1,0.001,0.001,0.001
2,nan,nan,7.337452617717233e-10,0.0,0.0,0.1,0.001,0.001,0.001
1,2.037200909614563,0.4920190026362737,0.5699265755712986,0.5064868955877544,0.5483333333333333,0.14333333333333334,0.001,0.001,0.001
2,1.4720430898666381,0.6983950783809026,0.639467612405618,0.5721942531200903,0.6416666666666667,0.12833333333333333,0.001,0.001,0.001
3,1.299929576396942,0.7355466435352961,0.6431550455590089,0.6173436340726632,0.7066666666666667,0.20333333333333334,0.001,0.001,0.001
4,1.2203139102458953,0.7623779843250911,0.6809557696183522,0.6088124791070239,0.6766666666666666,0.19666666666666666,0.001,0.001,0.001
5,1.1516763870716096,0.7722840199867884,0.6865205903848012,0.5630137394392664,0.585,0.225,0.001,0.001,0.001
6,1.0825430400371552,0.7812222843368848,0.6963057493170103,0.6294008460735047,0.6733333333333333,0.265,0.001,0.001,0.001
7,1.027531706571579,0.7820342734456063,0.7073615456620852,0.6390950447254791,0.6883333333333334,0.40166666666666667,0.001,0.001,0.001
8,0.9397374627590179,0.8020674094557763,0.720552406211694,0.6475526974731323,0.6983333333333334,0.36666666666666664,0.001,0.001,0.001
9,0.8477185181379319,0.7741125961144765,0.7001923928658168,0.6402971150544331,0.7016666666666667,0.5016666666666667,0.001,0.001,0.001
10,0.7778648455142975,0.8130908692876498,0.7381363764405251,0.6598960016646902,0.7016666666666667,0.41333333333333333,0.001,0.001,0.001
11,0.7385357836484909,0.8311187555392583,0.7615938579042753,0.6884791894508591,0.7266666666666667,0.44333333333333336,0.001,0.001,0.001
12,0.6757746123075485,0.8789930125077565,0.8296255876620611,0.742436379642584,0.7866666666666666,0.59,0.001,0.001,0.001
13,0.6411856788396836,0.8559322396914164,0.7845971842606863,0.6977737265399602,0.75,0.4583333333333333,0.001,0.001,0.001
14,0.5699658442139626,0.8292677943905195,0.7619074719647566,0.677794885639656,0.71,0.5816666666666667,0.001,0.001,0.001
15,0.5569880537986756,0.8178339873751005,0.7467047885060311,0.6591519792481804,0.6883333333333334,0.6416666666666667,0.001,0.001,0.001
16,0.5241005350351333,0.8201658497254054,0.7545079295833905,0.6883291142987933,0.7416666666666667,0.5866666666666667,0.001,0.001,0.001
17,0.4845914649963379,0.863880205154419,0.8047146330277125,0.7098378758401407,0.7433333333333333,0.6216666666666667,0.001,0.001,0.001
