epoch,train_loss,val_dice,val_iou,val_bbox_iou,val_bbox_acc05,val_cls_acc,lr_enc,lr_seg,lr_cls
20,0.8633222742080688,0.8095156729221344,0.7516350482900938,0.7034868518211328,0.7583333333333333,0.3983333333333333,0.0005,0.001,0.002
21,0.8757217836380005,0.8211964875459671,0.7709551230072975,0.7046372178270062,0.76,0.43166666666666664,0.0005,0.001,0.002
22,0.821978467464447,0.8162788137793541,0.7601693396766981,0.675039764869848,0.7016666666666667,0.16666666666666666,0.0005,0.001,0.002
23,0.8159494717121124,0.8157472973068555,0.7616505185763042,0.7061564263843443,0.74,0.45666666666666667,0.0005,0.001,0.002
24,0.8146608074903489,0.7691160490115484,0.7006111187239488,0.6281687895588352,0.6516666666666666,0.43166666666666664,0.0005,0.001,0.002
25,0.8155873999595642,0.7712093164523443,0.7104994808634122,0.6249789926530462,0.64,0.43666666666666665,0.0005,0.001,0.002
26,0.7805478985309601,0.8472888916730881,0.79467926522096,0.7166346770533234,0.765,0.465,0.0005,0.001,0.002
27,0.8563659193515778,0.7638192852338155,0.6902107941607635,0.5634444255582823,0.5616666666666666,0.41833333333333333,0.0005,0.001,0.002
28,0.8244601473808288,0.8155726129810016,0.7611400226751963,0.6724504114598915,0.6933333333333334,0.51,0.0005,0.001,0.002
29,0.7674334313869476,0.7854660635193189,0.7219095384081204,0.6443398717708089,0.675,0.4033333333333333,0.0005,0.001,0.002
30,0.7497576406002044,0.7982289224863053,0.7424886206785838,0.6702460433329466,0.6933333333333334,0.25166666666666665,0.0005,0.001,0.002
31,0.7489798855781555,0.8231907779971759,0.7656789446870486,0.7008746735681314,0.7266666666666667,0.34833333333333333,0.0005,0.001,0.002
32,0.7360272266864777,0.7828577071428299,0.7267102825144927,0.6601603943268757,0.6933333333333334,0.5516666666666666,0.0005,0.001,0.002
33,0.731278578042984,0.842259872953097,0.7889468143383662,0.6951327478593312,0.7133333333333334,0.5433333333333333,0.0005,0.001,0.002
34,0.7261535989046097,0.8411168813705444,0.7856113811333975,0.6590295877009841,0.6816666666666666,0.3983333333333333,0.0005,0.001,0.002
35,0.7274070390462876,0.7975449944535892,0.7426587358117104,0.6880792421816163,0.7166666666666667,0.48333333333333334,0.0005,0.001,0.002
36,0.709081977725029,0.8225830718874931,0.767755837738514,0.6973832480320298,0.7383333333333333,0.5433333333333333,0.0005,0.001,0.002
37,0.7096019362211228,0.8015641858180363,0.743576917797327,0.6636216572403861,0.68,0.4666666666666667,0.0005,0.001,0.002
38,0.6913837274312973,0.8684587200482686,0.8231010471781095,0.7007916901083806,0.7233333333333334,0.295,0.0005,0.001,0.002
39,0.7008677440881729,0.848374941945076,0.7989295661449433,0.7486913958063399,0.79,0.3933333333333333,0.0005,0.001,0.002
40,0.7014760321378708,0.8374555786450704,0.786079223950704,0.7212408253328826,0.7616666666666667,0.34,0.0005,0.001,0.002
41,0.692764762043953,0.8597797562678655,0.815885582069556,0.7244265361130484,0.7633333333333333,0.5716666666666667,0.0005,0.001,0.002
42,0.6761064422130585,0.8399797648191452,0.7928696408867836,0.7102653006440803,0.74,0.5716666666666667,0.0005,0.001,0.002
43,0.6811835542917252,0.8836646527051926,0.8420299470424653,0.7572930042254092,0.795,0.505,0.0005,0.001,0.002
44,0.687802097082138,0.8530560304721196,0.8103789811333021,0.7595580745731596,0.805,0.595,0.0005,0.001,0.002
45,0.7155548141002656,0.865458163122336,0.816906147201856,0.765651623505745,0.825,0.5316666666666666,0.0005,0.001,0.002
46,0.6808665430545807,0.8782013416290283,0.8390754992763202,0.7540809311851686,0.8,0.44,0.0005,0.001,0.002
47,0.6476295899152755,0.8520876159270604,0.8080079058806101,0.7365109526086864,0.7783333333333333,0.33166666666666667,0.0005,0.001,0.002
48,0.644414989233017,0.8542222847541173,0.8006467302640279,0.6896328098706196,0.7066666666666667,0.45166666666666666,0.0005,0.001,0.002
49,0.6586081306934357,0.8546063154935837,0.8085978488127391,0.7308136891952624,0.7583333333333333,0.48833333333333334,0.0005,0.001,0.002
50,0.6535326570272446,0.8409292409817378,0.7920202597975731,0.6854809742613645,0.7166666666666667,0.55,0.0005,0.001,0.002
51,0.7267261260747909,0.8563643649220467,0.8124632080396016,0.7146017209764144,0.7283333333333334,0.5183333333333333,0.0005,0.001,0.002
52,0.6616366444826126,0.8569154972831409,0.8189214686552684,0.7825177862780792,0.8333333333333334,0.3566666666666667,0.0005,0.001,0.002
53,0.6342609889507294,0.8573554714520772,0.8131983170906703,0.7373936266005378,0.7683333333333333,0.5733333333333334,0.0005,0.001,0.002
54,0.6263025915622711,0.8585161964098612,0.8153676996628444,0.7494391457152687,0.7783333333333333,0.6083333333333333,0.0005,0.001,0.002
55,0.6395416353940964,0.8638117641210556,0.8166216090321541,0.7003429432980918,0.7216666666666667,0.6116666666666667,0.0005,0.001,0.002
